id_klienta,imie,nazwisko,email,data_rejestracji,miasto,kraj,segment,dni_od_rejestracji
K000253,Maria,Kamiński,user253@example.com,2022-05-18 11:27:34.054054054,Szczecin,Polska,Standard,406
K000254,Tomasz,Kowalski,user254@example.com,2022-05-19 00:33:09.189189188,Kraków,Polska,Standard,405
K000255,Jan,Kowalski,user255@example.com,2022-05-19 13:38:44.324324324,Kraków,Polska,Standard,405
K000256,Piotr,Kamiński,user256@example.com,2022-05-20 02:44:19.459459458,Łódź,Polska,Premium,404
K000257,Michał,Wójcik,user257@example.com,2022-05-20 15:49:54.594594594,Kraków,Polska,Standard,404
K000258,Katarzyna,Nowak,user258@example.com,2022-05-21 04:55:29.729729730,Wrocław,Polska,Premium,403
K000259,Magdalena,Wójcik,user259@example.com,2022-05-21 18:01:04.864864864,Poznań,Polska,Standard,403
K000260,Piotr,Dąbrowski,user260@example.com,2022-05-22 07:06:40.000000000,Warszawa,Polska,Standard,402
K000261,Jan,Kowalski,user261@example.com,2022-05-22 20:12:15.135135134,Gdańsk,Polska,Standard,402
K000262,Katarzyna,Kowalski,user262@example.com,2022-05-23 09:17:50.270270270,Wrocław,Polska,Standard,401
K000263,Tomasz,Lewandowski,user263@example.com,2022-05-23 22:23:25.405405404,Warszawa,Polska,Premium,401
K000264,Jan,Dąbrowski,user264@example.com,2022-05-24 11:29:00.540540540,Szczecin,Polska,VIP,400
K000265,Piotr,Kowalski,user265@example.com,2022-05-25 00:34:35.675675676,Szczecin,Polska,Standard,399
K000266,Anna,Dąbrowski,user266@example.com,2022-05-25 13:40:10.810810810,Szczecin,Polska,Standard,399
K000267,Maria,Nowak,user267@example.com,2022-05-26 02:45:45.945945946,Wrocław,Polska,Premium,398
K000268,Magdalena,Wiśniewski,user268@example.com,2022-05-26 15:51:21.081081080,Wrocław,Polska,Standard,398
K000269,Michał,Kowalski,user269@example.com,2022-05-27 04:56:56.216216216,Gdańsk,Polska,Standard,397
K000270,Piotr,Lewandowski,user270@example.com,2022-05-27 18:02:31.351351350,Poznań,Polska,Premium,397
K000271,Katarzyna,Nowak,user271@example.com,2022-05-28 07:08:06.486486486,Kraków,Polska,Standard,396
K000272,Magdalena,Kamiński,user272@example.com,2022-05-28 20:13:41.621621620,Szczecin,Polska,Standard,396
K000273,Magdalena,Dąbrowski,user273@example.com,2022-05-29 09:19:16.756756756,Łódź,Polska,Standard,395
K000274,Magdalena,Kamiński,user274@example.com,2022-05-29 22:24:51.891891892,Poznań,Polska,Premium,395
K000275,Jan,Wójcik,user275@example.com,2022-05-30 11:30:27.027027026,Łódź,Polska,Standard,394
K000276,Maria,Nowak,user276@example.com,2022-05-31 00:36:02.162162162,Gdańsk,Polska,Standard,393
K000277,Jan,Kamiński,user277@example.com,2022-05-31 13:41:37.297297296,Gdańsk,Polska,Premium,393
K000278,Katarzyna,Kowalski,user278@example.com,2022-06-01 02:47:12.432432432,Gdańsk,Polska,Standard,392
K000279,Jan,Dąbrowski,user279@example.com,2022-06-01 15:52:47.567567566,Warszawa,Polska,Premium,392
K000280,Anna,Wiśniewski,user280@example.com,2022-06-02 04:58:22.702702702,Łódź,Polska,Standard,391
K000281,Maria,Nowak,user281@example.com,2022-06-02 18:03:57.837837838,Poznań,Polska,VIP,391
K000282,Maria,Kowalski,user282@example.com,2022-06-03 07:09:32.972972972,Poznań,Polska,Standard,390
K000283,Katarzyna,Lewandowski,user283@example.com,2022-06-03 20:15:08.108108108,Wrocław,Polska,Standard,390
K000284,Michał,Wójcik,user284@example.com,2022-06-04 09:20:43.243243242,Wrocław,Polska,Standard,389
K000285,Anna,Dąbrowski,user285@example.com,2022-06-04 22:26:18.378378378,Szczecin,Polska,Standard,389
K000286,Piotr,Nowak,user286@example.com,2022-06-05 11:31:53.513513512,Wrocław,Polska,Premium,388
K000287,Jan,Nowak,user287@example.com,2022-06-06 00:37:28.648648648,Gdańsk,Polska,VIP,387
K000288,Tomasz,Wiśniewski,user288@example.com,2022-06-06 13:43:03.783783784,Poznań,Polska,Standard,387
K000289,Jan,Wiśniewski,user289@example.com,2022-06-07 02:48:38.918918918,Łódź,Polska,Standard,386
K000290,Magdalena,Lewandowski,user290@example.com,2022-06-07 15:54:14.054054054,Gdańsk,Polska,Premium,386
K000291,Jan,Wójcik,user291@example.com,2022-06-08 04:59:49.189189188,Warszawa,Polska,Premium,385
K000292,Piotr,Lewandowski,user292@example.com,2022-06-08 18:05:24.324324324,Wrocław,Polska,Standard,385
K000293,Jan,Kowalski,user293@example.com,2022-06-09 07:10:59.459459458,Gdańsk,Polska,Standard,384
K000294,Anna,Kowalski,user294@example.com,2022-06-09 20:16:34.594594594,Gdańsk,Polska,Standard,384
K000295,Anna,Lewandowski,user295@example.com,2022-06-10 09:22:09.729729730,Warszawa,Polska,Standard,383
K000296,Maria,Wójcik,user296@example.com,2022-06-10 22:27:44.864864864,Kraków,Polska,Standard,383
K000297,Katarzyna,Lewandowski,user297@example.com,2022-06-11 11:33:20.000000000,Poznań,Polska,Standard,382
K000298,Michał,Wójcik,user298@example.com,2022-06-12 00:38:55.135135134,Łódź,Polska,Standard,381
K000299,Tomasz,Wójcik,user299@example.com,2022-06-12 13:44:30.270270270,Szczecin,Polska,Premium,381
K000300,Magdalena,Kamiński,user300@example.com,2022-06-13 02:50:05.405405404,Kraków,Polska,Standard,380
K000301,Jan,Dąbrowski,user301@example.com,2022-06-13 15:55:40.540540540,Wrocław,Polska,Standard,380
K000302,Jan,Wójcik,user302@example.com,2022-06-14 05:01:15.675675674,Gdańsk,Polska,Standard,379
K000303,Piotr,Wiśniewski,user303@example.com,2022-06-14 18:06:50.810810810,Warszawa,Polska,Standard,379
K000304,Katarzyna,Wójcik,user304@example.com,2022-06-15 07:12:25.945945946,Warszawa,Polska,Standard,378
K000305,Anna,Wójcik,user305@example.com,2022-06-15 20:18:01.081081080,Poznań,Polska,Standard,378
K000306,Tomasz,Wójcik,user306@example.com,2022-06-16 09:23:36.216216216,Kraków,Polska,Standard,377
K000307,Maria,Kamiński,user307@example.com,2022-06-16 22:29:11.351351350,Szczecin,Polska,Standard,377
K000308,Anna,Kamiński,user308@example.com,2022-06-17 11:34:46.486486486,Poznań,Polska,Standard,376
K000309,Magdalena,Kowalski,user309@example.com,2022-06-18 00:40:21.621621620,Gdańsk,Polska,Standard,375
K000310,Katarzyna,Kamiński,user310@example.com,2022-06-18 13:45:56.756756756,Poznań,Polska,Premium,375
K000311,Magdalena,Wiśniewski,user311@example.com,2022-06-19 02:51:31.891891892,Łódź,Polska,Standard,374
K000312,Michał,Wiśniewski,user312@example.com,2022-06-19 15:57:07.027027026,Warszawa,Polska,Premium,374
K000313,Maria,Kamiński,user313@example.com,2022-06-20 05:02:42.162162162,Warszawa,Polska,Standard,373
K000314,Michał,Lewandowski,user314@example.com,2022-06-20 18:08:17.297297296,Wrocław,Polska,Standard,373
K000315,Piotr,Dąbrowski,user315@example.com,2022-06-21 07:13:52.432432432,Wrocław,Polska,Standard,372
K000316,Magdalena,Kamiński,user316@example.com,2022-06-21 20:19:27.567567566,Szczecin,Polska,Standard,372
K000317,Piotr,Wójcik,user317@example.com,2022-06-22 09:25:02.702702702,Gdańsk,Polska,Premium,371
K000318,Jan,Nowak,user318@example.com,2022-06-22 22:30:37.837837838,Łódź,Polska,Premium,371
K000319,Michał,Dąbrowski,user319@example.com,2022-06-23 11:36:12.972972972,Kraków,Polska,Premium,370
K000320,Katarzyna,Dąbrowski,user320@example.com,2022-06-24 00:41:48.108108108,Poznań,Polska,Standard,369
K000321,Magdalena,Wiśniewski,user321@example.com,2022-06-24 13:47:23.243243242,Szczecin,Polska,Standard,369
K000322,Tomasz,Dąbrowski,user322@example.com,2022-06-25 02:52:58.378378378,Gdańsk,Polska,Standard,368
K000323,Maria,Kamiński,user323@example.com,2022-06-25 15:58:33.513513512,Wrocław,Polska,Standard,368
K000324,Anna,Wójcik,user324@example.com,2022-06-26 05:04:08.648648648,Poznań,Polska,Standard,367
K000325,Katarzyna,Wójcik,user325@example.com,2022-06-26 18:09:43.783783784,Wrocław,Polska,Standard,367
K000326,Katarzyna,Kowalski,user326@example.com,2022-06-27 07:15:18.918918918,Poznań,Polska,Standard,366
K000327,Piotr,Wójcik,user327@example.com,2022-06-27 20:20:54.054054054,Kraków,Polska,Standard,366
K000328,Michał,Wójcik,user328@example.com,2022-06-28 09:26:29.189189188,Gdańsk,Polska,Premium,365
K000329,Magdalena,Wiśniewski,user329@example.com,2022-06-28 22:32:04.324324324,Poznań,Polska,VIP,365
K000330,Magdalena,Wójcik,user330@example.com,2022-06-29 11:37:39.459459458,Łódź,Polska,VIP,364
K000331,Jan,Kowalski,user331@example.com,2022-06-30 00:43:14.594594594,Szczecin,Polska,Standard,363
K000332,Jan,Nowak,user332@example.com,2022-06-30 13:48:49.729729728,Warszawa,Polska,Standard,363
K000333,Maria,Kamiński,user333@example.com,2022-07-01 02:54:24.864864864,Łódź,Polska,Standard,362
K000334,Piotr,Wiśniewski,user334@example.com,2022-07-01 16:00:00.000000000,Łódź,Polska,Premium,362
K000335,Katarzyna,Nowak,user335@example.com,2022-07-02 05:05:35.135135134,Szczecin,Polska,Standard,361
K000336,Magdalena,Wiśniewski,user336@example.com,2022-07-02 18:11:10.270270270,Warszawa,Polska,Standard,361
K000337,Tomasz,Lewandowski,user337@example.com,2022-07-03 07:16:45.405405404,Łódź,Polska,Premium,360
K000338,Piotr,Dąbrowski,user338@example.com,2022-07-03 20:22:20.540540540,Poznań,Polska,Standard,360
K000339,Maria,Lewandowski,user339@example.com,2022-07-04 09:27:55.675675674,Poznań,Polska,Standard,359
K000340,Maria,Wójcik,user340@example.com,2022-07-04 22:33:30.810810810,Poznań,Polska,Standard,359
K000341,Piotr,Nowak,user341@example.com,2022-07-05 11:39:05.945945946,Warszawa,Polska,Standard,358
K000342,Maria,Wójcik,user342@example.com,2022-07-06 00:44:41.081081080,Łódź,Polska,Standard,357
K000343,Piotr,Dąbrowski,user343@example.com,2022-07-06 13:50:16.216216216,Warszawa,Polska,Standard,357
K000344,Anna,Wiśniewski,user344@example.com,2022-07-07 02:55:51.351351350,Poznań,Polska,Standard,356
K000345,Piotr,Dąbrowski,user345@example.com,2022-07-07 16:01:26.486486486,Szczecin,Polska,Standard,356
K000346,Michał,Kowalski,user346@example.com,2022-07-08 05:07:01.621621620,Łódź,Polska,Premium,355
K000347,Piotr,Dąbrowski,user347@example.com,2022-07-08 18:12:36.756756756,Łódź,Polska,Standard,355
K000348,Maria,Kowalski,user348@example.com,2022-07-09 07:18:11.891891892,Wrocław,Polska,Standard,354
K000349,Magdalena,Dąbrowski,user349@example.com,2022-07-09 20:23:47.027027026,Wrocław,Polska,Standard,354
K000350,Michał,Kamiński,user350@example.com,2022-07-10 09:29:22.162162162,Kraków,Polska,VIP,353
K000351,Maria,Kowalski,user351@example.com,2022-07-10 22:34:57.297297296,Gdańsk,Polska,Standard,353
K000352,Jan,Nowak,user352@example.com,2022-07-11 11:40:32.432432432,Wrocław,Polska,Standard,352
K000353,Jan,Wójcik,user353@example.com,2022-07-12 00:46:07.567567566,Warszawa,Polska,Premium,351
K000354,Magdalena,Wójcik,user354@example.com,2022-07-12 13:51:42.702702702,Wrocław,Polska,Premium,351
K000355,Magdalena,Lewandowski,user355@example.com,2022-07-13 02:57:17.837837838,Kraków,Polska,Standard,350
K000356,Michał,Wójcik,user356@example.com,2022-07-13 16:02:52.972972972,Łódź,Polska,Premium,350
K000357,Anna,Wiśniewski,user357@example.com,2022-07-14 05:08:28.108108108,Kraków,Polska,Standard,349
K000358,Magdalena,Kamiński,user358@example.com,2022-07-14 18:14:03.243243242,Łódź,Polska,Standard,349
K000359,Jan,Dąbrowski,user359@example.com,2022-07-15 07:19:38.378378378,Szczecin,Polska,Standard,348
K000360,Piotr,Lewandowski,user360@example.com,2022-07-15 20:25:13.513513512,Szczecin,Polska,Standard,348
K000361,Maria,Wiśniewski,user361@example.com,2022-07-16 09:30:48.648648648,Łódź,Polska,Premium,347
K000362,Jan,Wiśniewski,user362@example.com,2022-07-16 22:36:23.783783782,Gdańsk,Polska,Standard,347
K000363,Jan,Kowalski,user363@example.com,2022-07-17 11:41:58.918918918,Wrocław,Polska,Standard,346
K000364,Anna,Wójcik,user364@example.com,2022-07-18 00:47:34.054054054,Warszawa,Polska,Premium,345
K000365,Michał,Nowak,user365@example.com,2022-07-18 13:53:09.189189188,Warszawa,Polska,Premium,345
K000366,Michał,Nowak,user366@example.com,2022-07-19 02:58:44.324324324,Poznań,Polska,Standard,344
K000367,Katarzyna,Lewandowski,user367@example.com,2022-07-19 16:04:19.459459458,Łódź,Polska,Standard,344
K000368,Anna,Kamiński,user368@example.com,2022-07-20 05:09:54.594594594,Warszawa,Polska,Standard,343
K000369,Piotr,Nowak,user369@example.com,2022-07-20 18:15:29.729729728,Gdańsk,Polska,Premium,343
K000370,Michał,Dąbrowski,user370@example.com,2022-07-21 07:21:04.864864864,Łódź,Polska,Standard,342
K000371,Maria,Nowak,user371@example.com,2022-07-21 20:26:40.000000000,Gdańsk,Polska,VIP,342
K000372,Magdalena,Lewandowski,user372@example.com,2022-07-22 09:32:15.135135134,Warszawa,Polska,Standard,341
K000373,Anna,Nowak,user373@example.com,2022-07-22 22:37:50.270270270,Warszawa,Polska,Standard,341
K000374,Magdalena,Dąbrowski,user374@example.com,2022-07-23 11:43:25.405405404,Poznań,Polska,Standard,340
K000375,Jan,Kowalski,user375@example.com,2022-07-24 00:49:00.540540540,Warszawa,Polska,Standard,339
K000376,Maria,Kamiński,user376@example.com,2022-07-24 13:54:35.675675674,Łódź,Polska,Standard,339
K000377,Maria,Lewandowski,user377@example.com,2022-07-25 03:00:10.810810810,Szczecin,Polska,VIP,338
K000378,Jan,Kowalski,user378@example.com,2022-07-25 16:05:45.945945946,Łódź,Polska,Standard,338
K000379,Anna,Kowalski,user379@example.com,2022-07-26 05:11:21.081081080,Łódź,Polska,Standard,337
K000380,Jan,Kowalski,user380@example.com,2022-07-26 18:16:56.216216216,Poznań,Polska,Premium,337
K000381,Magdalena,Wiśniewski,user381@example.com,2022-07-27 07:22:31.351351350,Poznań,Polska,Standard,336
K000382,Katarzyna,Kamiński,user382@example.com,2022-07-27 20:28:06.486486486,Warszawa,Polska,Premium,336
K000383,Maria,Wójcik,user383@example.com,2022-07-28 09:33:41.621621620,Kraków,Polska,Standard,335
K000384,Tomasz,Kamiński,user384@example.com,2022-07-28 22:39:16.756756756,Kraków,Polska,Standard,335
K000385,Tomasz,Wiśniewski,user385@example.com,2022-07-29 11:44:51.891891892,Poznań,Polska,Standard,334
K000386,Magdalena,Wójcik,user386@example.com,2022-07-30 00:50:27.027027028,Warszawa,Polska,Standard,333
K000387,Piotr,Kamiński,user387@example.com,2022-07-30 13:56:02.162162160,Kraków,Polska,VIP,333
K000388,Michał,Kowalski,user388@example.com,2022-07-31 03:01:37.297297296,Warszawa,Polska,Standard,332
K000389,Jan,Lewandowski,user389@example.com,2022-07-31 16:07:12.432432432,Warszawa,Polska,Standard,332
K000390,Jan,Wójcik,user390@example.com,2022-08-01 05:12:47.567567568,Warszawa,Polska,Standard,331
K000391,Piotr,Dąbrowski,user391@example.com,2022-08-01 18:18:22.702702700,Wrocław,Polska,Standard,331
K000392,Piotr,Dąbrowski,user392@example.com,2022-08-02 07:23:57.837837836,Łódź,Polska,Premium,330
K000393,Magdalena,Nowak,user393@example.com,2022-08-02 20:29:32.972972972,Warszawa,Polska,Standard,330
K000394,Magdalena,Wójcik,user394@example.com,2022-08-03 09:35:08.108108108,Wrocław,Polska,Standard,329
K000395,Piotr,Lewandowski,user395@example.com,2022-08-03 22:40:43.243243244,Poznań,Polska,VIP,329
K000396,Maria,Wiśniewski,user396@example.com,2022-08-04 11:46:18.378378376,Kraków,Polska,Standard,328
K000397,Magdalena,Kowalski,user397@example.com,2022-08-05 00:51:53.513513512,Łódź,Polska,VIP,327
K000398,Katarzyna,Nowak,user398@example.com,2022-08-05 13:57:28.648648648,Szczecin,Polska,Standard,327
K000399,Magdalena,Dąbrowski,user399@example.com,2022-08-06 03:03:03.783783784,Kraków,Polska,Standard,326
K000400,Jan,Wiśniewski,user400@example.com,2022-08-06 16:08:38.918918916,Łódź,Polska,Standard,326
K000401,Magdalena,Wiśniewski,user401@example.com,2022-08-07 05:14:14.054054052,Szczecin,Polska,Premium,325
K000402,Maria,Kowalski,user402@example.com,2022-08-07 18:19:49.189189188,Kraków,Polska,VIP,325
K000403,Piotr,Wójcik,user403@example.com,2022-08-08 07:25:24.324324324,Łódź,Polska,Standard,324
K000404,Jan,Dąbrowski,user404@example.com,2022-08-08 20:30:59.459459460,Kraków,Polska,Standard,324
K000405,Magdalena,Lewandowski,user405@example.com,2022-08-09 09:36:34.594594592,Kraków,Polska,Standard,323
K000406,Maria,Wiśniewski,user406@example.com,2022-08-09 22:42:09.729729728,Szczecin,Polska,Standard,323
K000407,Katarzyna,Kowalski,user407@example.com,2022-08-10 11:47:44.864864864,Kraków,Polska,Standard,322
K000408,Magdalena,Lewandowski,user408@example.com,2022-08-11 00:53:20.000000000,Kraków,Polska,VIP,321
K000409,Maria,Wójcik,user409@example.com,2022-08-11 13:58:55.135135136,Szczecin,Polska,Standard,321
K000410,Katarzyna,Dąbrowski,user410@example.com,2022-08-12 03:04:30.270270268,Poznań,Polska,Standard,320
K000411,Piotr,Wójcik,user411@example.com,2022-08-12 16:10:05.405405404,Warszawa,Polska,Standard,320
K000412,Magdalena,Wiśniewski,user412@example.com,2022-08-13 05:15:40.540540540,Gdańsk,Polska,Standard,319
K000413,Katarzyna,Lewandowski,user413@example.com,2022-08-13 18:21:15.675675676,Wrocław,Polska,Standard,319
K000414,Jan,Lewandowski,user414@example.com,2022-08-14 07:26:50.810810808,Gdańsk,Polska,Standard,318
K000415,Piotr,Lewandowski,user415@example.com,2022-08-14 20:32:25.945945944,Gdańsk,Polska,Premium,318
K000416,Jan,Wiśniewski,user416@example.com,2022-08-15 09:38:01.081081080,Łódź,Polska,Standard,317
K000417,Tomasz,Wiśniewski,user417@example.com,2022-08-15 22:43:36.216216216,Warszawa,Polska,Standard,317
K000418,Anna,Wójcik,user418@example.com,2022-08-16 11:49:11.351351352,Łódź,Polska,Standard,316
K000419,Magdalena,Nowak,user419@example.com,2022-08-17 00:54:46.486486484,Warszawa,Polska,Premium,315
K000420,Katarzyna,Wójcik,user420@example.com,2022-08-17 14:00:21.621621620,Szczecin,Polska,Premium,315
K000421,Anna,Dąbrowski,user421@example.com,2022-08-18 03:05:56.756756756,Szczecin,Polska,Standard,314
K000422,Anna,Kowalski,user422@example.com,2022-08-18 16:11:31.891891892,Warszawa,Polska,Premium,314
K000423,Katarzyna,Lewandowski,user423@example.com,2022-08-19 05:17:07.027027028,Kraków,Polska,Standard,313
K000424,Piotr,Nowak,user424@example.com,2022-08-19 18:22:42.162162160,Poznań,Polska,Standard,313
K000425,Magdalena,Kowalski,user425@example.com,2022-08-20 07:28:17.297297296,Kraków,Polska,Standard,312
K000426,Tomasz,Nowak,user426@example.com,2022-08-20 20:33:52.432432432,Poznań,Polska,Standard,312
K000427,Jan,Kamiński,user427@example.com,2022-08-21 09:39:27.567567568,Łódź,Polska,Standard,311
K000428,Maria,Wójcik,user428@example.com,2022-08-21 22:45:02.702702700,Poznań,Polska,VIP,311
K000429,Jan,Wiśniewski,user429@example.com,2022-08-22 11:50:37.837837836,Łódź,Polska,Premium,310
K000430,Maria,Lewandowski,user430@example.com,2022-08-23 00:56:12.972972972,Szczecin,Polska,Standard,309
K000431,Jan,Wójcik,user431@example.com,2022-08-23 14:01:48.108108108,Gdańsk,Polska,Standard,309
K000432,Katarzyna,Kowalski,user432@example.com,2022-08-24 03:07:23.243243244,Szczecin,Polska,Standard,308
K000433,Tomasz,Kamiński,user433@example.com,2022-08-24 16:12:58.378378376,Szczecin,Polska,Standard,308
K000434,Magdalena,Kamiński,user434@example.com,2022-08-25 05:18:33.513513512,Gdańsk,Polska,Standard,307
K000435,Maria,Kamiński,user435@example.com,2022-08-25 18:24:08.648648648,Poznań,Polska,Standard,307
K000436,Magdalena,Kowalski,user436@example.com,2022-08-26 07:29:43.783783784,Poznań,Polska,Standard,306
K000437,Magdalena,Kowalski,user437@example.com,2022-08-26 20:35:18.918918916,Łódź,Polska,Premium,306
K000438,Magdalena,Kowalski,user438@example.com,2022-08-27 09:40:54.054054052,Kraków,Polska,Standard,305
K000439,Michał,Kowalski,user439@example.com,2022-08-27 22:46:29.189189188,Łódź,Polska,Standard,305
K000440,Piotr,Kamiński,user440@example.com,2022-08-28 11:52:04.324324324,Kraków,Polska,Premium,304
K000441,Jan,Kamiński,user441@example.com,2022-08-29 00:57:39.459459460,Szczecin,Polska,Standard,303
K000442,Magdalena,Nowak,user442@example.com,2022-08-29 14:03:14.594594592,Gdańsk,Polska,Standard,303
K000443,Jan,Wójcik,user443@example.com,2022-08-30 03:08:49.729729728,Szczecin,Polska,Standard,302
K000444,Magdalena,Lewandowski,user444@example.com,2022-08-30 16:14:24.864864864,Warszawa,Polska,Standard,302
K000445,Maria,Wiśniewski,user445@example.com,2022-08-31 05:20:00.000000000,Poznań,Polska,Premium,301
K000446,Piotr,Kamiński,user446@example.com,2022-08-31 18:25:35.135135136,Kraków,Polska,Standard,301
K000447,Piotr,Wiśniewski,user447@example.com,2022-09-01 07:31:10.270270268,Łódź,Polska,Standard,300
K000448,Katarzyna,Wójcik,user448@example.com,2022-09-01 20:36:45.405405404,Gdańsk,Polska,Premium,300
K000449,Michał,Wójcik,user449@example.com,2022-09-02 09:42:20.540540540,Kraków,Polska,Premium,299
K000450,Katarzyna,Wiśniewski,user450@example.com,2022-09-02 22:47:55.675675676,Łódź,Polska,Premium,299
K000451,Katarzyna,Kamiński,user451@example.com,2022-09-03 11:53:30.810810808,Poznań,Polska,Standard,298
K000452,Katarzyna,Wiśniewski,user452@example.com,2022-09-04 00:59:05.945945944,Szczecin,Polska,Standard,297
K000453,Katarzyna,Nowak,user453@example.com,2022-09-04 14:04:41.081081080,Poznań,Polska,VIP,297
K000454,Katarzyna,Dąbrowski,user454@example.com,2022-09-05 03:10:16.216216216,Wrocław,Polska,Premium,296
K000455,Tomasz,Kamiński,user455@example.com,2022-09-05 16:15:51.351351352,Warszawa,Polska,Standard,296
K000456,Piotr,Kamiński,user456@example.com,2022-09-06 05:21:26.486486484,Wrocław,Polska,Standard,295
K000457,Katarzyna,Lewandowski,user457@example.com,2022-09-06 18:27:01.621621620,Gdańsk,Polska,Standard,295
K000458,Magdalena,Kowalski,user458@example.com,2022-09-07 07:32:36.756756756,Kraków,Polska,VIP,294
K000459,Piotr,Dąbrowski,user459@example.com,2022-09-07 20:38:11.891891892,Gdańsk,Polska,Standard,294
K000460,Piotr,Wójcik,user460@example.com,2022-09-08 09:43:47.027027024,Szczecin,Polska,Standard,293
K000461,Anna,Kamiński,user461@example.com,2022-09-08 22:49:22.162162160,Łódź,Polska,Standard,293
K000462,Tomasz,Wiśniewski,user462@example.com,2022-09-09 11:54:57.297297296,Poznań,Polska,Standard,292
K000463,Katarzyna,Dąbrowski,user463@example.com,2022-09-10 01:00:32.432432432,Wrocław,Polska,Premium,291
K000464,Jan,Lewandowski,user464@example.com,2022-09-10 14:06:07.567567568,Wrocław,Polska,Standard,291
K000465,Maria,Wójcik,user465@example.com,2022-09-11 03:11:42.702702700,Szczecin,Polska,Premium,290
K000466,Michał,Kowalski,user466@example.com,2022-09-11 16:17:17.837837836,Wrocław,Polska,VIP,290
K000467,Magdalena,Kowalski,user467@example.com,2022-09-12 05:22:52.972972972,Szczecin,Polska,Standard,289
K000468,Jan,Lewandowski,user468@example.com,2022-09-12 18:28:28.108108108,Gdańsk,Polska,Standard,289
K000469,Tomasz,Lewandowski,user469@example.com,2022-09-13 07:34:03.243243244,Poznań,Polska,Standard,288
K000470,Maria,Wiśniewski,user470@example.com,2022-09-13 20:39:38.378378376,Kraków,Polska,Premium,288
K000471,Tomasz,Kamiński,user471@example.com,2022-09-14 09:45:13.513513512,Łódź,Polska,Standard,287
K000472,Magdalena,Kowalski,user472@example.com,2022-09-14 22:50:48.648648648,Kraków,Polska,Standard,287
K000473,Piotr,Wójcik,user473@example.com,2022-09-15 11:56:23.783783784,Gdańsk,Polska,Premium,286
K000474,Maria,Dąbrowski,user474@example.com,2022-09-16 01:01:58.918918916,Łódź,Polska,Standard,285
K000475,Piotr,Wójcik,user475@example.com,2022-09-16 14:07:34.054054052,Wrocław,Polska,VIP,285
K000476,Magdalena,Nowak,user476@example.com,2022-09-17 03:13:09.189189188,Warszawa,Polska,Standard,284
K000477,Jan,Nowak,user477@example.com,2022-09-17 16:18:44.324324324,Gdańsk,Polska,Standard,284
K000478,Magdalena,Lewandowski,user478@example.com,2022-09-18 05:24:19.459459460,Gdańsk,Polska,Standard,283
K000479,Jan,Wiśniewski,user479@example.com,2022-09-18 18:29:54.594594592,Poznań,Polska,Premium,283
K000480,Maria,Nowak,user480@example.com,2022-09-19 07:35:29.729729728,Kraków,Polska,Standard,282
K000481,Maria,Kowalski,user481@example.com,2022-09-19 20:41:04.864864864,Gdańsk,Polska,Premium,282
K000482,Katarzyna,Wójcik,user482@example.com,2022-09-20 09:46:40.000000000,Gdańsk,Polska,VIP,281
K000483,Tomasz,Wójcik,user483@example.com,2022-09-20 22:52:15.135135136,Wrocław,Polska,Standard,281
K000484,Katarzyna,Lewandowski,user484@example.com,2022-09-21 11:57:50.270270268,Wrocław,Polska,VIP,280
K000485,Tomasz,Kamiński,user485@example.com,2022-09-22 01:03:25.405405404,Łódź,Polska,Standard,279
K000486,Katarzyna,Kamiński,user486@example.com,2022-09-22 14:09:00.540540540,Szczecin,Polska,Standard,279
K000487,Piotr,Dąbrowski,user487@example.com,2022-09-23 03:14:35.675675676,Szczecin,Polska,Standard,278
K000488,Maria,Lewandowski,user488@example.com,2022-09-23 16:20:10.810810808,Warszawa,Polska,Premium,278
K000489,Jan,Dąbrowski,user489@example.com,2022-09-24 05:25:45.945945944,Szczecin,Polska,Standard,277
K000490,Tomasz,Kamiński,user490@example.com,2022-09-24 18:31:21.081081080,Poznań,Polska,Standard,277
K000491,Magdalena,Lewandowski,user491@example.com,2022-09-25 07:36:56.216216216,Warszawa,Polska,Standard,276
K000492,Tomasz,Lewandowski,user492@example.com,2022-09-25 20:42:31.351351352,Łódź,Polska,Standard,276
K000493,Jan,Lewandowski,user493@example.com,2022-09-26 09:48:06.486486484,Wrocław,Polska,Standard,275
K000494,Katarzyna,Kamiński,user494@example.com,2022-09-26 22:53:41.621621620,Szczecin,Polska,Premium,275
K000495,Tomasz,Dąbrowski,user495@example.com,2022-09-27 11:59:16.756756756,Kraków,Polska,Premium,274
K000496,Michał,Dąbrowski,user496@example.com,2022-09-28 01:04:51.891891892,Wrocław,Polska,Standard,273
K000497,Piotr,Lewandowski,user497@example.com,2022-09-28 14:10:27.027027024,Poznań,Polska,VIP,273
K000498,Maria,Nowak,user498@example.com,2022-09-29 03:16:02.162162160,Wrocław,Polska,Standard,272
K000499,Jan,Wiśniewski,user499@example.com,2022-09-29 16:21:37.297297296,Poznań,Polska,VIP,272
K000500,Maria,Kamiński,user500@example.com,2022-09-30 05:27:12.432432432,Poznań,Polska,Standard,271
K000501,Michał,Wiśniewski,user501@example.com,2022-09-30 18:32:47.567567568,Poznań,Polska,Standard,271
K000502,Tomasz,Wiśniewski,user502@example.com,2022-10-01 07:38:22.702702700,Łódź,Polska,Standard,270
K000503,Tomasz,Dąbrowski,user503@example.com,2022-10-01 20:43:57.837837836,Poznań,Polska,Premium,270
K000504,Magdalena,Dąbrowski,user504@example.com,2022-10-02 09:49:32.972972972,Poznań,Polska,Standard,269
